title,text,rating,rating_number,image_url,description,clean_text
Blue Mountain State Season 3,Had to get hard copies.,4.5,127.0,"{'thumb': 'https://m.media-amazon.com/images/I/51-Dx7+KGEL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51-Dx7+KGEL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61Yr4e6E42L._SL1000_.jpg'}","['Blue Mountain State follows the on and off-field antics of college football powerhouse, Blue Mountain State. In season 3, Coach Daniels will have his authority challenged when the boosters force him to hire a hotshot offensive coordinator/head coach-in-waiting. While Alex will have to step up from being a fun-loving second-string to the starting QB.']",had to get hard copies
God's Not Dead (DVD),"LOVE THIS. GREAT MOVIE FOR THE RELIGIOUS AND THE NON RELIGIOUS, as it makes one THINK!",4.8,7609.0,"{'thumb': 'https://m.media-amazon.com/images/I/51wL8d2OceL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51wL8d2OceL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81Vs6khC7eL._SL1500_.jpg'}","['When an atheist Philosophy professor (Kevin Sorbo) plans to forego ""dusty arguments"" in his class, he insists the new students declare that ""God is dead."" Unable to do this, Josh (Shane Harper) is challenged to defend his faith and prove to the class that God\'s Not Dead. Against all odds, Josh stands up for his faith and takes on the challenge.', 'Bonus Content:', 'Behind the Scenes', 'Behind the Scenes', 'Chasing the Sun Official Music Video by Safe Haven', 'Chasing the Sun Official Music Video by Safe Haven', 'What I Know Official Music Video by Tricia Brock', 'What I Know Official Music Video by Tricia Brock', 'Student Rights on University Campuses', 'Student Rights on University Campuses', 'Trailer: Upcoming Releases by Pure Flix', 'Trailer: Upcoming Releases by Pure Flix', ']]>']",love this great movie for the religious and the non religious as it makes one think
Two Mules For Sister Sara,Good movie.,4.8,3909.0,"{'thumb': 'https://m.media-amazon.com/images/I/51ZneIe5axL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ZneIe5axL.jpg', 'variant': 'MAIN', 'hi_res': None}","[""Clint Eastwood is a hard-hitting high plains drifter who rides into town and single-handedly rescues a local nun (Shirley MacLaine) from a gang of attackers. After meeting a band of Mexican revolutionaries bent on resisting the French occupation of Mexico, the cowboy and Sister Sara decide to join forces with the freedom fighters and set off on a deadly mission to capture the enemy's garrison. But along the way, a steamy romance develops between them when the soft-spoken hero discovers the nun is not what she seems. Ending with a violent climax at the well-protected fort, this action-packed western classic cemented Eastwood's status as a true cinematic superstar!"", 'Bonus Content:', 'Theatrical Trailer', 'Theatrical Trailer', 'Recommendations', 'Recommendations', ']]>']",good movie
Bedtime for Bonzo [DVD],"Bedtime for Bonzo is one of Ronald Reagan's best- known films. Originally released in 1951, Regan was only 39 years old when this film was shot. Reagan is the main star of the show, but part of the credit for the film's success also belongs to Bonzo, the chimpanzee that Reagan takes under his wing; adopting him temporarily for a psychology experiment and attempting to teach him the difference between good and bad.<br /><br />Reagan's character in this film is a Psychology professor and the reason he raises Bonzo is to prove a point to the man who would later become his father in law. The man is Dean Tillinghast, and he is an associate professor at the same school. He discovers one day that Reagan's father was a convicted felon and he doesn't want the son of a criminal marrying his daughter because he is afraid the ""bad"" genes have been passed on and that Reagan will end up the same way. Reagan decides to conduct this experiment with Bonzo to prove a point that one's environment is the key to behavioral formation. He and actress Diane Lynn proceed to raise Bonzo and teach him right from wrong.<br /><br />The plot of this film is a little bit cheesy and some of it is very far- fetched. Even if the experiment succeeds, why would a fellow professor accept the behavior pattern of a chimp as proof that it also applies to humans? Of course, one has to keep in mind that this film is meant to be primarily a comedy, so the director likely made it a little bit unreal on purpose, just to make it funnier.<br /><br />Reagan, Herbert Heyes, and Walter Slezak are all pretty good in their respective roles. They seem at least believable in their personifications of the different characters. But the women in the movie seem a little bit too much like actresses. That is, they seem like people on a stage trying their best to act like normal people but not succeeding very well. They talk a little too fast and respond too quickly to questions, like they are being cued by a director.<br /><br />Overall, this movie is ok, but it isn't very memorable for its story or acting. The main thing that makes this movie memorable is Ronald Reagan himself. Watching the future president of the United States playing surrogate father to a chimp is funny and ironic, and it makes ""Bedtime for Bonzo"" worth a look.",4.7,178.0,"{'thumb': 'https://m.media-amazon.com/images/I/41nHnkHmJCL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41nHnkHmJCL.jpg', 'variant': 'MAIN', 'hi_res': None}","['The theory of evolution has never been so zanily tested. When Professor Peter Boyd (Ronald Reagan) proposes to the Dean\'s daughter, there\'s only one problem: her father. In an attempt to win his approval, he adopts Bonzo and sets out to prove ""right and wrong"" is learned, not inherited. He hires a beautiful young nursemaid to mother Bonzo, but will his fiancee believe it\'s all just in the name of science? This hilarious romp proves some people will do anything for love.', 'Bonus Content:', 'Theatrical Trailer', 'Theatrical Trailer', ']]>']",bedtime for bonzo is one of ronald reagans best known films originally released in 1951 regan was only 39 years old when this film was shot reagan is the main star of the show but part of the credit for the films success also belongs to bonzo the chimpanzee that reagan takes under his wing adopting him temporarily for a psychology experiment and attempting to teach him the difference between good and badbr br reagans character in this film is a psychology professor and the reason he raises bonzo is to prove a point to the man who would later become his father in law the man is dean tillinghast and he is an associate professor at the same school he discovers one day that reagans father was a convicted felon and he doesnt want the son of a criminal marrying his daughter because he is afraid the bad genes have been passed on and that reagan will end up the same way reagan decides to conduct this experiment with bonzo to prove a point that ones environment is the key to behavioral formation he and actress diane lynn proceed to raise bonzo and teach him right from wrongbr br the plot of this film is a little bit cheesy and some of it is very far fetched even if the experiment succeeds why would a fellow professor accept the behavior pattern of a chimp as proof that it also applies to humans of course one has to keep in mind that this film is meant to be primarily a comedy so the director likely made it a little bit unreal on purpose just to make it funnierbr br reagan herbert heyes and walter slezak are all pretty good in their respective roles they seem at least believable in their personifications of the different characters but the women in the movie seem a little bit too much like actresses that is they seem like people on a stage trying their best to act like normal people but not succeeding very well they talk a little too fast and respond too quickly to questions like they are being cued by a directorbr br overall this movie is ok but it isnt very memorable for its story or acting the main thing that makes this movie memorable is ronald reagan himself watching the future president of the united states playing surrogate father to a chimp is funny and ironic and it makes bedtime for bonzo worth a look
My Secret Valentine,Fast Shipping!!! Quality Video!!!,4.8,1267.0,"{'thumb': 'https://m.media-amazon.com/images/I/51y1ddUKMtL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51y1ddUKMtL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91wJMx6Ts9L._SL1500_.jpg'}",['A young woman takes advice from the chalkboard notes that her mysterious house rental tenant leaves when a slick sales rep arrives with plans to buy her family s prized winery.'],fast shipping quality video
Danielle Collins - 10 Minute Natural Facelift,Just as described and pictured. Great information and instructions,3.7,122.0,"{'thumb': 'https://m.media-amazon.com/images/I/41SS-Ay5k+L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41SS-Ay5k+L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61ywBiNXelL._SL1000_.jpg'}","[""Danielle Collins, star of UK TV and the world's leading Face Yoga Expert, believes we should all have the opportunity to look and feel the very best we can for our age and to have the tools and knowledge to look after the health of our faces, just like we do with our bodies.The 10-minute Natural Facelift leads you though four 10-minute workouts for a younger, healthier face. These workouts can be used as quick 10-minute solutions to rejuvenate, tone, lift and relax the face, or can be practiced together to form a complete daily anti-ageing plan. The three 10-minute bonus tracks, Gentle Body Yoga for Anti-Ageing, Juices and Smoothies for Healthy Skin and Homemade Natural Skincare help you to look and feel naturally beautiful from the inside out.""]",just as described and pictured great information and instructions
"Rocky Jones, Space Ranger Collection: (Beyond The Moon / Crash of the Moon / The Gypsy Moon / Manhunt In Space / Menace from Outer Space / and more)","Some people complain about the special effects in this series. THERE WAS NO CGI. They did their best. The story is good, so is the acting.  Just plain fun!",4.2,24.0,"{'thumb': 'https://m.media-amazon.com/images/I/51Dmilmlt-L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Dmilmlt-L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/7115MVXcASL._SL1200_.jpg'}","['Six full-length features from the classic sci-fi TV series, ""Rocky Jones, Space Ranger"".']",some people complain about the special effects in this series there was no cgi they did their best the story is good so is the acting just plain fun
Supernatural: Season 9 [Blu-ray],I bought all seasons at once. Some came damaged to the putter box and some came from another country.,4.8,2854.0,"{'thumb': 'https://m.media-amazon.com/images/I/51jhmg-mOFL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jhmg-mOFL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91V51QAWxOL._SL1500_.jpg'}","['Supernatural: The Complete Ninth Season (Blu-ray)', 'How do you deal with a fallout of heavenly proportions? With the angelic Host’s descent to Earth, Sam and Dean are now facing a world inhabited by thousands of powerful beings, who soon form their own chaotic agendas. Before tackling the threat of the “loose nukes” roaming the globe, however, the Winchesters engage in their most personal conflict yet. Meanwhile, Castiel finds he’s more vulnerable – and yet capable of more humanity – than ever. As the threat escalates, a way must be found to reopen the gates of Heaven and head off a demon insurrection in Hell. The whole time, darkness leaves its mark on Dean, but has he finally crossed the line to protect his family? The excitement of this 23-episode ninth season is positively epic.', ']]>']",i bought all seasons at once some came damaged to the putter box and some came from another country
Tim Burton's Corpse Bride (Widescreen Edition),"Tim Burton's Corpse Bride feature is awesome! I am a huge fan of Tim Burton's work and this is another one of my favorites. So adorable and well thought out. The characters (voice-over artists included), music, time period, dark setting, plot, all amazing. Would definitely recommend this movie.",4.8,21082.0,"{'thumb': 'https://m.media-amazon.com/images/I/51fo-qCG+lL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51fo-qCG+lL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81F35RBYS+L._SL1500_.jpg'}","[""Tim Burton's Corpse Bride (DVD) (WS)"", ""Returning to the painstaking stop-motion animation he employed with amazing success in The Nightmare Before Christmas, Tim Burton presents a hair-raising legend based on a 19th-century Russian folktale, in which a young man mistakenly weds a corpse while on a two-day trek to the village of his real bride-to-be. It is up to the groom's flesh-and-blood fiancée, who has been pining for the arrival of her intended, to face her wraith-like rival and make peace with her by promising to live her dreams for her and by vowing to remember her always. Only then are the living bride and groom free to proceed with their own wedding ceremony in the warmhearted fable Tim Burton's Corpse Bride."", ']]>']",tim burtons corpse bride feature is awesome i am a huge fan of tim burtons work and this is another one of my favorites so adorable and well thought out the characters voiceover artists included music time period dark setting plot all amazing would definitely recommend this movie
Sex and the City: Season 2,Came as expected.  Like having the whole series.,4.6,208.0,"{'thumb': 'https://m.media-amazon.com/images/I/51Q4Sqa4VXL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Q4Sqa4VXL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/9133BjlFUJL._SL1500_.jpg'}","['Sex and the City: The Complete Second Season (RPKG/DVD)', ""They're back... HBO Home Video now brings you Sex and the City: The Complete Second Season. From creator and executive producer Darren Star, the award-winning, hit series stars two-time Golden Globe winner Sarah Jessica Parker. Also starring Kim Cattrall, Kristin Davis and Cynthia Nixon, The Complete Second Season features 18 episodes and 9 hours on 3 DVD discs or 4 VHS tapes."", ']]>']",came as expected like having the whole series
Rizzoli & Isles: Season 4,Love this show,4.8,966.0,"{'thumb': 'https://m.media-amazon.com/images/I/61OwKlmSmgL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61OwKlmSmgL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/A1SCmmY6AvL._SL1500_.jpg'}","['Rizzoli & Isles: The Complete Fourth Season (DVD)', 'Angie Harmon and Sasha Alexander are back in this chart-busting, suspenseful series as Jane Rizzoli, a tough-as-nails Boston police detective, and Maura Isles, a smart, impeccably dressed medical examiner from a privileged background. As Rizzoli & Isles continues for a fourth explosive season, Jane and Maura will investigate a number of complex and troublesome cases, including a deadly shooting at a community parade, the brutal killing of an overzealous journalism student and the pending murder trial of Maura’s biological father, Paddy Doyle (guest star John Doman). Plus, Amaury Nolasco (Prison Break) guest stars as Lt. Detective Rafael Martinez, the newly appointed head of the Boston Police Department’s drug unit, who has a conflicted professional past with Jane, forcing her to relive a painful experience. Guest stars this season also include Chris Vance, Sharon Lawrence and Colin Egglesfield.', ']]>']",love this show
Twister (Keepcase),"This is a movie that still has excellent special effects, a well developed storyline and some of the most memorable scenes of all time. I found myself quoting it all over again when I re-watched it and it still was able to capture my attention even after seeing it so many times. I highly recommend this film if you've never seen it!",4.8,22848.0,"{'thumb': 'https://m.media-amazon.com/images/I/51Vm+uFEmwL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Vm+uFEmwL.jpg', 'variant': 'MAIN', 'hi_res': None}",[],this is a movie that still has excellent special effects a well developed storyline and some of the most memorable scenes of all time i found myself quoting it all over again when i rewatched it and it still was able to capture my attention even after seeing it so many times i highly recommend this film if youve never seen it
"Dr. Strangelove, Or: How I Learned to Stop Worrying and Love the Bomb (The Criterion Collection) [Blu-ray]","Still frightens, even though megadeaths are even easier to achieve now.",4.9,1026.0,"{'thumb': 'https://m.media-amazon.com/images/I/41QQIG274eL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41QQIG274eL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/715gtRHy9yL._SL1500_.jpg'}","['Stanley Kubrick s painfully funny take on Cold War anxiety is without a doubt one of the fiercest satires of human folly ever to come out of Hollywood. The matchless shape shifter Peter Sellers (The Pink Panther) plays three wildly different roles: Air Force Captain Lionel Mandrake, timidly trying to stop a nuclear attack on the USSR ordered by an unbalanced general (The Killing s Sterling Hayden); the ineffectual and perpetually dumbfounded President Merkin Muffley, who must deliver the very bad news to the Soviet premier; and the titular Strangelove himself, a wheelchair bound presidential adviser with a Nazi past. Finding improbable hilarity in nearly every unimaginable scenario, Dr. Strangelove, or: How I Learned to Stop Worrying and Love the Bomb is a genuinely subversive masterpiece that officially announced Kubrick as an unparalleled stylist and pitch black ironist.BLU RAY SPECIAL EDITION FEATURES  Restored 4K digital transfer, with uncompressed monaural soundtrack Alternate 5.1 surround soundtrack New interviews with Stanley Kubrick scholars Mick Broderick and Rodney Hill; archivist Richard Daniels; cinematographer and camera innovator Joe Dunton; camera operator Kelvin Pike; and David George, son of Peter George, on whose novel Red Alert the film is based Excerpts from a 1965 audio interview with Kubrick, conducted by Jeremy Bernstein Four short documentaries from 2000, about the making of the film, the sociopolitical climate of the period, the work of actor Peter Sellers, and the artistry of Kubrick  Interviews from 1963 with Sellers and actor George C. Scott  Excerpt from a 1980 interview with Sellers from NBC s Today show  Trailer PLUS: An essay by scholar David Bromwich and a 1962 article by screenwriter Terry Southern on the making of the film']",still frightens even though megadeaths are even easier to achieve now
Warcraft,Great movie. I love fantasy and science fiction. This movie has great graphics too.,4.5,20898.0,"{'thumb': 'https://m.media-amazon.com/images/I/51Jdt0A8KaL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Jdt0A8KaL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/816JmmvFewL._SL1500_.jpg'}","['Product description', 'WARCRAFT DESCRIPTION', 'BONUS FEATURES', '-', 'Deleted/Extended scenes', '-', 'Gag reel', '-', 'Origin story', '-', 'The fandom of Warcraft', '-', 'ILM: Behind the magic of Warcraft', 'BLU-RAY EXCLUSIVES', '-', 'Warcraft: Bonds of brotherhood motion comic', '-', 'The World of Warcraft on film: Talent, VFX, Stunts and more', '-', 'Warcraft: The Madame Tussauds experience', '-', 'Warcraft teaser 2013', ""When the world of the Orcs of Draenor is being destroyed by the evil fel magic that uses life-force, the powerful warlock Gul'dan creates a portal to the world of Azeroth and forms the Horde with members of the Orc clans. He also captures many prisoners to keep the portal open. The king of Azeroth, Llane Wrynn and his brother-in-law, Anduin Lothar are informed by the apprentice of magician Khadgar that he has found fel magic in dead bodies and the king decides to summon the Guardian of Tirisfal, Medivh, to protect his kingdom. Lothar and Khadgar head to Kharazhan to meet Medivh and an ominous shadow points a book out to Khadgar, who takes it and hides. Anduin, Khadgar and Medivh and a group of soldiers are attacked by Orcs and they capture the slave Garona, who is released by King Llane, and she shows them the location of the portal. Garona is contacted by the Orc chief of a clan Durotan that wants to meet King Llane to stop the fel magic"", 'Additional Features', 'Includes Dolby Atmos \uf02d Dolby Atmos is a revolutionary new audio technology that transports you into extraordinary entertainment experience. With Dolby Atmos enabled receivers and speaker configurations, sound comes from all directions, including overhead, to create an immersive experience with clarity, richness, details, and depth. With existing home theater systems, you will get a great surround sound experience.']",great movie i love fantasy and science fiction this movie has great graphics too
"Perry Mason: Season 8, Vol. 1",same love it,4.8,514.0,"{'thumb': 'https://m.media-amazon.com/images/I/51sPm3XtT7L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51sPm3XtT7L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91rdI3I1OpL._SL1500_.jpg'}","['Perry Mason is an attorney who specializes in defending seemingly indefensible cases. With the aid of his secretary Della Street and investigator Paul Drake, he often finds that by digging deeply into the facts, startling facts can be revealed. Often relying on his outstanding courtroom skills, he often tricks or traps people into unwittingly admitting their guilt.']",same love it
Last Christmas [Blu-ray],What's there to say? You either like holiday Rom-coms or you don't. I bought it so that tells you how I feel.,4.5,14669.0,"{'thumb': 'https://m.media-amazon.com/images/I/510KjNkZXtL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/510KjNkZXtL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81SbE8HPSyL._SL1500_.jpg'}",['Last Christmas (Blu-Ray/Dvd/Digital)'],whats there to say you either like holiday romcoms or you dont i bought it so that tells you how i feel
Cutey Honey: Collection 1 & 2,Forgot how funny and odd this show is.,4.1,31.0,"{'thumb': 'https://m.media-amazon.com/images/I/51A9fKY8y0L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51A9fKY8y0L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81B4+tpPQVL._SL1487_.jpg'}","['This 1994 OAV was the first of several revivals of the 1973 TV series based on Go Nagai\'s manga stories. The characters are an assortment of familiar types. Diminutive, cartoony Grandfather Denbei appears alternately powerful and lecherous. Chokkei is the blushing teenage boy whose innocent charm earns him the protection of the buxom title character, the ""lovely warrior"" android who fights evil while losing her clothes with a frequency that would shock Little Annie Fannie. They\'re pitted against the demonic Dolmek and his hench-creatures who are trying to take over Cosplay City. But Honey proves more than a match for these nasty but ultimately ineffectual villains as she jiggles her way from victory to victory. New Cutey Honey embodies the ""big eyes, big guns, big breasts"" clichés that cause detractors to dismiss all Japanese animation--and send adolescent boys\' pulses racing. Rated 17 Up: Nudity, violence, profanity.']",forgot how funny and odd this show is
Angel - Seasons 1-4,This is an addition to a great universe that Joss has created.  There are so many things that you can get from the series along with a general enjoyment of it.  I wish there were more than the 5 seasons but they will go on for a long time.,5.0,8.0,"{'thumb': 'https://m.media-amazon.com/images/I/41N87XSDE4L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41N87XSDE4L.jpg', 'variant': 'MAIN', 'hi_res': None}",[],this is an addition to a great universe that joss has created there are so many things that you can get from the series along with a general enjoyment of it i wish there were more than the 5 seasons but they will go on for a long time
Compulsion,"A fictionalized telling of the Leopold-Loeb murder case, in which two young men (apparently gay lovers, but that was barely hinted in 1959) murdered a boy just to have the experience to share. Dean Stockwell and Bradford Dillman portray Judd Steiner and Arthur Strauss. I'd have to refer back to the documentary on Leopold-Loeb to work out which is which. Strauss is the dominant one, the one most nearly evil in the classic sense of the term. He's the one who wants to run down a drunk in the road just because he feels like it. Judd turns the wheel away, but also tells Strauss he will do anything Strauss tells him to, that he wants Strauss to lead and order him.<br /><br />Some time is spent on the police work that went into discovering the identities of the killers, but it has the effect of showing that there is no effective defense on the facts, especially since both boys made confessions. OK, partly as accusing one another, but that matters little in such a crime.<br /><br />Things look pretty much like an inevitable hanging when the boys' wealthy parents hire Jonathan Wilk (Orson Welles) to defend them. [Clarance Darrow in the real case.] After the case was already opened and the jury empaneled, Wilk suddenly changes their pleas to guilty with mitigating circumstances. This means the punishment will be adjudicated by the judge alone, not a jury.",4.4,299.0,"{'thumb': 'https://m.media-amazon.com/images/I/51JMYDV7VZL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51JMYDV7VZL.jpg', 'variant': 'MAIN', 'hi_res': None}","['A lawyer defends two young thrill-killers, as in the 1920s Leopold-Loeb case. Directed by Richard Fleischer.']",a fictionalized telling of the leopoldloeb murder case in which two young men apparently gay lovers but that was barely hinted in 1959 murdered a boy just to have the experience to share dean stockwell and bradford dillman portray judd steiner and arthur strauss id have to refer back to the documentary on leopoldloeb to work out which is which strauss is the dominant one the one most nearly evil in the classic sense of the term hes the one who wants to run down a drunk in the road just because he feels like it judd turns the wheel away but also tells strauss he will do anything strauss tells him to that he wants strauss to lead and order himbr br some time is spent on the police work that went into discovering the identities of the killers but it has the effect of showing that there is no effective defense on the facts especially since both boys made confessions ok partly as accusing one another but that matters little in such a crimebr br things look pretty much like an inevitable hanging when the boys wealthy parents hire jonathan wilk orson welles to defend them clarance darrow in the real case after the case was already opened and the jury empaneled wilk suddenly changes their pleas to guilty with mitigating circumstances this means the punishment will be adjudicated by the judge alone not a jury
Archangel,"This little known gem offers one of the best &#34;What If's&#34; of the decade, and, had it been fact, the century.  What if Stalin had a grandson who had been groomed to carry on his grandfather's work?<br /><br />Stalin, for all his madness, was revered in the Soviet Union.  Hardliners still talk of him in hushed and reverent tones.  Stalin was a man who could unite a vast country.  As such, any grandson could possibly wield the same power and step into the same role.<br /><br />Archangel looks at this possibility in a very serious manner.  Daniel Craig's portrays a British professor who is lead to and introduced to Stalin's grandson.  He, along with others, has a heavy decision to make whose ramifications affect Russia and the world in general.",4.4,295.0,"{'thumb': 'https://m.media-amazon.com/images/I/5170eKbq3rL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/5170eKbq3rL.jpg', 'variant': 'MAIN', 'hi_res': None}",['Archangel ~ Archangel'],this little known gem offers one of the best 34what ifs34 of the decade and had it been fact the century what if stalin had a grandson who had been groomed to carry on his grandfathers workbr br stalin for all his madness was revered in the soviet union hardliners still talk of him in hushed and reverent tones stalin was a man who could unite a vast country as such any grandson could possibly wield the same power and step into the same rolebr br archangel looks at this possibility in a very serious manner daniel craigs portrays a british professor who is lead to and introduced to stalins grandson he along with others has a heavy decision to make whose ramifications affect russia and the world in general
Tangled,Love the movie,4.8,23200.0,"{'thumb': 'https://m.media-amazon.com/images/I/519wHrRVcWL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/519wHrRVcWL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91iZfoZkGXL._SL1500_.jpg'}","['Disney presents a new twist on one of the most hilarious and hair-raising tales ever told. Your whole family will get tangled up in the fun, excitement and adventure of this magical motion picture.When the kingdom\'s most wanted - and most charming - bandit Flynn Rider hides in a mysterious tower, the last thing he expects to find is Rapunzel, a spirited teen with an unlikely superpower - 70 feet of magical golden hair! Together, the unlikely duo sets off on a fantastic journey filled with surprising heroes, laughter and suspense.Let your hair down and get ready to cheer for ""Tangled."" Bursting with never-before-seen bonus features, it\'s even more enchanting on Blu-ray Hi-Def.']",love the movie
The Watcher in the Woods,I bought this movie because I remember loving it as a kid. Sometimes when we rewatch beloved childhood movies at adults we realize that these movies weren’t that great. That’s not the case for The Watcher in the Woods. Still great and spooky.,4.7,1600.0,"{'thumb': 'https://m.media-amazon.com/images/I/51JndOfSXdL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51JndOfSXdL.jpg', 'variant': 'MAIN', 'hi_res': None}","['Legendary actress and two-time Oscar(R)-winner Bette Davis (DANGEROUS, 1935; JEZEBEL, 1938) stars in this frightening and atmospheric thriller. When an American teenager joins her family in an English country house, she experiences strange and supernatural occurrences. Mrs. Alywood (Davis), the kindly caretaker, knows the dark secret behind the happenings ... and prepares for the return of a young girl who died mysteriously some 30 years earlier! THE WATCHER IN THE WOODS weaves a haunting, riveting tale that stays with you long after the explosive ending!|This 1980 film, starring Bette Davis, was released without an ending -- the elaborate special effects segment wasn\'t completed in time. The studio hoped no one would notice, but critics did, and Disney withdrew the picture to ""refilm"" the ending.']",i bought this movie because i remember loving it as a kid sometimes when we rewatch beloved childhood movies at adults we realize that these movies werent that great thats not the case for the watcher in the woods still great and spooky
Predator,Awesome!!!,4.7,14921.0,"{'thumb': 'https://m.media-amazon.com/images/I/611QgH7HzrL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/611QgH7HzrL.jpg', 'variant': 'MAIN', 'hi_res': None}","[""The ultimate hunter meets the ultimate adversary... in the ultimate Collector's Edition DVD! Arnold Schwarzenegger wages an all-out war against an unseen enemy, a force more powerful and deadly than any on Earth-because the Predator is not of this Earth.""]",awesome
The Road Warrior (Keepcase),"This is one of those movies where once you get done watching it, you cant help to watch it again.",4.7,5191.0,"{'thumb': 'https://m.media-amazon.com/images/I/51-lOQUj4aL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51-lOQUj4aL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71q6LetuGrL._SL1200_.jpg'}","['Road Warrior, The (DVD)', ""The meek shall inherit the earth. Wrong. Not in the bleak near-future ofthe second of three Mad Max movies. Mel Gibson stars in the film thatmade him an international superstar as Max, a former cop reduced toscavenging for gasoline--the decaying world's most prized commodity--ashe cruises the barren, post-apocalyptic Outback along highways crawlingwith human vermin."", ']]>']",this is one of those movies where once you get done watching it you cant help to watch it again
